A B C D E F G H I J K
-1.2689391957483 0.664257680638002 -0.376105500637695 2.81217622319265 -1 -0.747503668026734 -3.12689391957483 -1.71930001635855 2.20435568284442 3.61459952096611 -10.7979999941224
0.343113488465886 0.995953547016372 1.5996621539114 -0.790863777729508 1 -0.0898695286819039 -2.96568865115341 -0.41105029743022 -0.909734485781925 0.684252147846666 3.97505653507999e-10
0.336234642789758 0.964052654864324 1.16462242899312 4.6498614742232 -1 -0.265711269330167 -2.96637653572102 -3.06278841877295 1.33524577301813 2.34176657501273 -0.914554208727966
-1.17813785688611 0.564509842842295 0.0590450680371318 -3.37718340301249 -1 -0.825426336709804 -3.11781378568861 -1.14719494393016 1.59794486854046 -6.39699449360616 28.0573172146628
0.137840718544841 0.739091812632402 2.85897006293236 1.00921082551314 1 0.673604700473319 -2.98621592814552 0.70344166046503 -0.326609245778063 3.26278626016033 -1.94800679653067
-1.49405540894487 0.917991504239672 1.31680665943156 -2.20633274915504 -1 -0.39660004808848 -3.14940554089449 -0.453144799796474 1.70697467936205 -1.62453021703692 1.47421033100041
-0.765879178332267 0.995068069265488 1.65510343397626 -2.00152048559652 -1 -0.0991944430311201 -3.07658791783323 -0.266291205589264 1.17445397784386 -3.35589703472709 8.6503592760788
-1.97723418854295 0.992832133737578 -0.964232397290687 -4.19160814705141 1 0.11951717122693 -3.1977234188543 -0.471479960876928 1.20828457094405 -3.44445722446766 0.309567044620413
0.396624474447722 0.818210405824776 1.38027373291745 -3.6260026150691 1 -0.574918891496928 -2.96033755255523 -3.82976091640306 -2.19029554266465 -0.0322876433726758 0.0824747417282473
-0.308374507288608 0.860389284314574 0.440377301794556 -0.388408834622908 -1 0.509637399958692 -3.03083745072886 0.218350857593097 0.870880012031498 -3.67675750971239 1.74988762301899
-1.58243249641991 0.259717634025049 -0.310919595876833 -1.07242354947975 -1 -0.965684602018915 -3.15824324964199 -1.30833201773633 1.56613886092739 0.503930591344334 -0.159746108303363
0.582718223165006 0.874307715218378 0.0638784026891863 1.73384064537418 -1 -0.485372041952994 -2.9417281776835 -0.805304519422003 -0.0363521604321603 -0.421768086879217 -0.000199077439879079
-0.630282171799687 0.71065504947295 -0.492537219330062 -2.31439935586422 1 -0.703540617632414 -3.06302821717997 -3.48416009066034 -1.01403915065552 2.25827611477339 -4.13085393499704
-0.218785852916288 0.953445878896351 1.61393938228541 -0.00464680916791194 -1 -0.301564182249096 -3.02187858529163 -0.827993732998635 0.941046849181593 -1.58296811614863 1.86260563083174
0.334525231729455 -0.742893633383702 11.0189268338398 -1.32175955166292 1 0.669409478180555 -2.96654747682705 1.21868872968813 -1.42516280470501 0.955202404838259 -0.144695156187034
-0.116485162298972 0.999955976188175 1.66598350841772 2.87857075834558 -1 -0.00938326625191265 -3.0116485162299 -0.833526690896346 1.0243085410166 3.03414135202785 -1.64056519212353
-1.15551357197461 0.142231588545634 1.19477622842252 3.13089628850497 -1 -0.989833407811529 -3.11555135719746 -4.08213907254032 2.78464165365593 3.01131496957239 -1.08686129881844
0.546063880090931 0.909292806038348 2.28491196691133 -0.374904170370281 1 0.416156933003534 -2.94539361199091 0.202918980736091 -1.02176945718338 0.809747267268765 -2.82141377352402e-05
1.00810229129529 0.862863299132376 0.101860732808498 -2.85327462976799 1 -0.505437362103745 -2.89918977087047 -5.38682327081829 -3.21194768235758 0.605818007025812 -0.163052198400734
0.0358452575993564 0.339589963039904 2.57229721134433 2.24024808523825 -1 0.940573578728723 -2.99641547424006 -0.415255483464821 1.2446120398468 -1.5425627356138 0.0453128738532378
0.2931594188104 0.866954354732616 1.06337687440485 0.595568446876447 1 0.498387546804847 -2.97068405811896 0.415011274913747 -0.619849790120928 1.29000307309239 -0.873146534333947
-0.0746863460062335 0.388020726238375 0.686258990406761 1.93757047392493 -1 -0.921650647484959 -3.00746863460062 -1.48453132635366 0.63345113323658 2.16606366320726 -0.716262125139317
-0.398356838779781 0.974574495592273 -1.96540319696945 2.08099135057457 -1 -0.224063724286344 -3.03983568387798 -0.348757084229366 0.748749270728807 0.793991174995468 -5.62610714010205
0.984497344908573 0.866427222567751 0.264060978011419 -1.43808795810502 1 0.499303382717895 -2.90155026550914 -0.40324965670429 -1.94680926656456 -2.41859672247448 0.123477319774591
0.294210743879964 0.560112431158477 3.41037418748495 -1.31215931698856 1 0.82841660078836 -2.970578925612 0.875818907145296 0.0227370558229852 -3.72470624665317 11.2434234052641
0.161149957663518 0.558196917131418 1.76139485090693 -0.509801519771923 1 0.829708504057287 -2.98388500423365 0.440607739581184 0.572319559123723 -5.17507559636514 9.77139071191519
-0.775461605917293 0.578373794574109 1.50586060899572 1.18423767279866 1 0.815771876047432 -3.07754616059173 0.889234706444393 1.03007464135878 1.81057154271366 -3.05161073258908
-0.445675976438256 0.529808203016782 3.09335895505984 2.78744204731494 1 0.848117484795667 -3.04456759764383 0.801242396559789 0.905218711368418 4.96916535796457 -12.3910580901905
1.7014084311439 0.97834607551109 2.12878310846849 -0.431387748859191 1 0.206975738993846 -2.82985915688561 -1.93457273052375 -3.16532628278708 2.48705447896932 -0.502534817835009
0.572879793321997 0.731295303167833 2.41322856597846 -4.15055326874477 -1 -0.682060979359373 -2.9427120206678 -1.24071897734678 -1.27298105348834 -4.70532649757778 36.7012969498871
-1.28140265875346 0.573632823171245 -0.0267206127782533 -1.59272167596391 -1 -0.819112558920071 -3.12814026587535 -1.13348624512517 0.864720533165404 0.634424222563391 -0.142273627799991
0.621748576067397 0.242517428428603 2.46953746376087 6.26121986904053 -1 0.970147049115946 -2.93782514239326 -2.42609893490268 1.31524273913271 2.23518134948431 -5.50294027110665
-1.35766560409312 0.235982888844441 0.244703921138855 0.444339825799898 -1 -0.971757210507147 -3.13576656040931 -1.42891867679545 1.66807219107064 2.34328906319469 -1.64801732521768
0.984986126739064 0.989159198061058 0.832930865007204 -0.812273481941354 1 -0.146847134433073 -2.90150138732609 -0.468987056555161 -1.55209014138225 -1.35613820143907 0.291502270399735
0.594524726557962 0.077007582908656 1.23348788644228 3.01515484330695 -1 -0.99703050714337 -2.9405475273442 -2.03962591970372 0.144334861564982 2.89477224069604 -0.838324241232107
-1.62509796496092 0.318809683887816 3.54390684495395 -1.74515972633798 1 0.947818751375679 -3.16250979649609 1.2427762524845 1.6846521463812 -0.411965772875486 0.0136810927528232
-0.613780643255923 0.739334356724492 1.62526165523823 -3.03177423548493 1 0.67333848023619 -3.06137806432559 -0.377082041935012 -0.442532340299582 -1.07871772383856 0.0284753436901181
