ex4x ex4y ex5 ex6x ex6y ex7x ex7y
0.336815978257984 0.63670061429703 -8.39570205414389 6.68150582961404 2.0105079783 B E
0.463144747795257 1.10456346772498 -10.8190269924227 6.09671225477118 1.99576418983113 C E
-1.2602732829453 -4.37964990189847 14.9942283551207 6.3641300834327 1.54566341620178 B A
-0.841272155091734 -1.27726667108639 -20.2560431974389 5.45824966115248 1.90911791998419 E B
-0.659745336222225 -0.607346062380052 -22.5875913795074 5.61996609198536 1.787665341538 F F
1.99215784145198 3.86293297466777 16.123313169812 6.01644119703452 1.78252195933378 F A
2.50648878790446 1.78918049971436 -16.8509424197135 5.79484502761527 1.95550456353968 D D
0.416419928759713 -0.970381933060942 11.393647897747 5.12004577765306 2.15456266535635 E D
-1.74035278011663 -3.00639188694282 0 6.41839769005414 1.69825520971629 E E
2.53096911705213 2.73569366372717 -10.3861938536715 5.07611130000329 2.07001829701542 F A
-0.383753272674588 -0.0300384641648705 -28.0629266154106 6.39544397450268 1.83977786663656 E F
-0.282125335391729 -0.0752242788832631 -15.6198980776529 7.59225208297048 1.59608167838304 F C
-1.60259644531001 -3.08828898719232 7.98749744024524 6.88678205392479 1.52038417226217 E C
-1.04057404763314 -0.664791635333522 -32.3819785035473 4.60952114130281 1.72441806382612 D C
-0.120212481446327 0.674678202357901 -7.86823690221717 8.18564587776319 1.86342109642943 B B
-0.458844149129286 0.220461244190956 15.3912329492942 4.90604083408175 1.94039879261894 F A
0.453317561326141 2.58528291347307 32.6684230253332 4.80973470344712 1.54850829031843 F D
-0.744546727862064 -0.292063070823157 -23.6480568650127 7.65998178333812 1.96253304617192 D A
0.118322870228097 -1.54511258340448 16.8454678871071 5.67742497497053 2.02439576541145 C C
1.30433695330585 2.9429489377045 -1.37351833346997 5.94171372655748 1.72891741924561 C D
0.873178011390946 0.992940677088293 -20.871315364123 5.71787356958044 1.58161243696856 E C
0.876316569243957 0.444273351053042 -0.630788280685772 6.42858362340778 1.30945064370546 A E
1.21174523316222 2.57288544442613 -23.1299212469101 6.03424268804735 1.67505164007768 E C
0.454922876231098 -0.0422669996152404 17.6127876615364 5.84952933016955 1.8314009652462 B B
0.664187440655846 1.07063162816206 2.28837696610194 7.01916563073531 1.72491510416943 D A
1.04320263801943 1.60117266929499 -4.42064736956824 4.59581354301908 2.10100007774597 D C
-0.248068313161403 0.22195077767147 9.64593318802778 4.39861161909202 1.78036298496502 C C
-0.465294688025887 -1.17438557193558 0 5.04454119647879 1.53391675181367 B B
-0.959176726706792 -0.68893730732368 -6.38644382038576 5.95290306843927 1.65000272340518 F A
0.849446553619391 1.53709876769447 -37.3401186036708 4.74189443742745 1.56060319760231 C D
-0.562301743591414 -0.86810426107457 -18.9498382835598 7.08675990529945 1.6395127200447 F E
-1.20332549543137 -2.00529380322102 2.32409940532318 4.8967651228566 1.46658745449775 A C
0.00347959695553961 -0.905057575762575 3.6431636269296 8.52473554950162 1.94992539515108 E E
1.03957963833615 3.12628319361656 10.8350807234955 7.41260168962918 1.9099285729946 B A
-0.354555136394228 0.365001044383736 9.26997277343941 9.0646791954914 1.8714388373378 F D
0.545491776523226 1.19615622299734 0 7.32991977449006 1.49330561833671 F C
0.0141758457077333 -0.822879510046351 0 5.22907690830146 1.45631118577826 C D
-0.613715823938308 1.31469032991371 -25.7543731303739 8.1177080487547 1.69149681096447 F C
0.753705492393222 -0.193797069118105 -23.3583604226112 6.56351425738981 1.8331637930742 F C
1.16538066716468 1.99055641445404 12.106319664553 6.57280439994667 1.89757281188186 D A
2.13818146929531 2.27214245320832 -9.71749485216068 5.40543115836364 1.93614346393617 F A
0.15335643859179 0.00441502974189859 5.6527610172907 6.06905274271475 1.8762176062851 D C
-2.04255073903001 -2.10720058900243 -8.24629409260708 6.82899353519247 1.62326876410701 F A
-0.937965843520376 0.436734547968455 10.6607660621728 6.11012527856278 1.41293227599975 F F
1.27229392897993 1.82376711681818 0 6.9837062917398 2.04111700271519 F E
-1.20186150072734 -0.768427815905933 1.69747058790352 4.49617646237417 1.4899856229624 F C
1.79600922060118 1.4129812498798 29.6827758051317 6.88361881414043 1.60031515396755 B C
-0.000833634332539653 -0.19744409276337 -15.7065664101966 6.35006220230852 1.35825983757366 F B
0.788051615849408 0.212536302409054 -19.2870789873948 6.51433599990343 2.16707726153037 A D
-1.41045462361601 -2.21004569171589 -4.24349447231123 5.78800595984461 1.87187978484305 A C
0.0706429130501831 -0.269499986319852 -24.3257815969536 6.94479635846182 1.8045924265633 A E
1.12212338303172 1.77724118682878 6.59940854863642 5.55892100482849 1.96924594255901 D E
0.769281012491093 1.70515207752055 -7.74772862602241 9.22909033325283 1.99594580322607 F C
